"http://dbpedia.org/resource/Galerius","galerius","84"
"http://dbpedia.org/resource/Allectus","allectus","81"
"http://dbpedia.org/resource/Lucius_Clodius_Macer","clodius macer","18"
"http://dbpedia.org/resource/Marcus_Vipsanius_Agrippa","agrippa","9"
"http://dbpedia.org/resource/Macrianus_Major","macrianus","62"
"http://dbpedia.org/resource/Constantine_II_(emperor)","constantine ii","96"
"http://dbpedia.org/resource/Constantius_III","constantius iii","117"
"http://dbpedia.org/resource/Nero","nero","17"
"http://dbpedia.org/resource/Trebonianus_Gallus","trebonianus gallus","54"
"http://dbpedia.org/resource/Lucius_Aelius","aelius","28"
"http://dbpedia.org/resource/Drusus_Julius_Caesar","drusus","11"
"http://dbpedia.org/resource/Decentius","decentius","101"
"http://dbpedia.org/resource/Diocletian","diocletian","82"
"http://dbpedia.org/resource/Otho","otho","20"
"http://dbpedia.org/resource/Tetricus_I","tetricus i","68"
"http://dbpedia.org/resource/Galba","galba","19"
"http://dbpedia.org/resource/Nerva","nerva","25"
"http://dbpedia.org/resource/Procopius_(usurper)","procopius","107"
"http://dbpedia.org/resource/Aurelian","aurelianus","72"
"http://dbpedia.org/resource/Aemilianus","aemilianus","56"
"http://dbpedia.org/resource/Victorinus","victorinus","67"
"http://dbpedia.org/resource/Pescennius_Niger","pescennius niger","36"
"http://dbpedia.org/resource/Marcus_Aurelius","marcus aurelius","30"
"http://dbpedia.org/resource/Jovian_(emperor)","jovian","104"
"http://dbpedia.org/resource/Carinus","carinus","78"
"http://dbpedia.org/resource/Valentinian_III","valentinian iii","121"
"http://dbpedia.org/resource/Florianus","florianus","75"
"http://dbpedia.org/resource/Gordian_I","gordianus i - africanus","44"
"http://dbpedia.org/resource/Valentinian_I","valentinian i","105"
"http://dbpedia.org/resource/Carausius","carausius","80"
"http://dbpedia.org/resource/Lucius_Verus","lucius verus","31"
"http://dbpedia.org/resource/Didius_Julianus","didius julianus","34"
"http://dbpedia.org/resource/Publius_Septimius_Geta","geta","38"
"http://dbpedia.org/resource/Decius","trajan decius","51"
"http://dbpedia.org/resource/Augustus","augustus (octavian)","8"
"http://dbpedia.org/resource/Constans_II_(usurper)","constans ii","116"
"http://dbpedia.org/resource/Valerian_(emperor)","valerian i","58"
"http://dbpedia.org/resource/Septimius_Severus","septimius severus","37"
"http://dbpedia.org/resource/Maximinus_II","maximinus","87"
"http://dbpedia.org/resource/Elagabalus","elagabalus","41"
"http://dbpedia.org/resource/Postumus","postumus","64"
"http://dbpedia.org/resource/Marcus_Aemilius_Lepidus","lepidus","7"
"http://dbpedia.org/resource/Sextus_Pompey","sextus pompey","1"
"http://dbpedia.org/resource/Vetranio","vetranio","102"
