location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
Antigua and Barbuda,2021-02-16,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/1112443472528959,0,0,,
Antigua and Barbuda,2021-03-15,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/1128577244248915,24164,24164,,
Antigua and Barbuda,2021-03-19,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1131568780616428/,25677,25677,,
Antigua and Barbuda,2021-03-25,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1135388016901171/,26424,26424,,
Antigua and Barbuda,2021-03-31,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1138342716605701/,26836,26836,,
Antigua and Barbuda,2021-04-03,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1139831226456850/,27032,27032,,
Antigua and Barbuda,2021-04-14,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1146840245755948/,27592,27592,,
Antigua and Barbuda,2021-04-16,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1147872885652684/,28414,28414,,
Antigua and Barbuda,2021-04-17,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1148691415570831/,28639,28639,,
Antigua and Barbuda,2021-04-22,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1151870888586217/,29754,29754,,
Antigua and Barbuda,2021-05-07,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/pcb.1162231734216799/1162231244216848/,31085,31085,,
Antigua and Barbuda,2021-05-11,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/pcb.1163324580774181/1163324470774192/,31262,31262,,
Antigua and Barbuda,2021-05-17,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/pcb.1168194326953873/1168194280287211/,34441,31860,2581,
Antigua and Barbuda,2021-05-21,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.274442642995717/1170044350102204/,39519,32469,7050,
Antigua and Barbuda,2021-05-25,Oxford/AstraZeneca,https://covid19.gov.ag,42009,32759,9250,
Antigua and Barbuda,2021-05-26,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/posts/1173570199749619,44230,32876,11354,
Antigua and Barbuda,2021-05-27,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/posts/1174079459698693,45939,33024,12915,
Antigua and Barbuda,2021-05-29,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.274442642995717/1175314882908484/,48347,33214,15133,
Antigua and Barbuda,2021-05-31,Oxford/AstraZeneca,https://covid19.gov.ag,50329,33463,16866,
Antigua and Barbuda,2021-06-03,Oxford/AstraZeneca,https://covid19.gov.ag,51811,33632,18179,
